date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-01-08,S2,1245,61,4005,27,261,57,68.98,93.15,24.5,0.0,0
2025-01-09,S2,1584,45,5006,33,683,61,69.37,93.23,22.4,0.0,0
2025-01-10,S2,1595,61,5280,31,465,64,69.13,93.0,23.7,0.0,0
2025-01-11,S2,1383,53,4807,21,355,60,68.81,93.05,23.4,0.0,0
2025-01-12,S2,1282,45,4361,30,412,60,69.2,93.21,23.3,0.0,0
2025-01-13,S2,1473,44,4635,28,377,63,69.01,93.05,20.8,0.0,0
2025-01-14,S2,1572,41,5149,30,496,64,69.56,93.09,22.4,0.0,0
2025-01-15,S2,1513,183,6292,42,425,60,68.93,92.85,20.8,0.0,0
2025-01-16,S2,1622,31,5254,35,452,62,69.05,93.1,23.5,0.0,0
2025-01-17,S2,1537,69,5136,42,308,61,69.33,93.21,23.0,0.0,0
2025-01-18,S2,1272,120,4607,38,505,57,69.43,93.43,22.3,0.0,0
2025-01-19,S2,1400,70,4711,23,291,61,69.38,92.99,23.6,0.0,0
2025-01-20,S2,1253,50,4333,29,549,58,70.11,92.91,21.0,0.0,0
2025-01-21,S2,1462,48,4978,39,465,59,69.54,93.15,23.8,0.0,0
2025-01-22,S2,1438,53,4826,33,553,63,69.55,93.18,22.6,2.9,0
2025-01-23,S2,1546,27,5059,39,461,67,69.3,93.19,22.5,0.0,0
2025-01-24,S2,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-25,S2,1503,79,5090,27,345,58,69.58,93.21,21.1,0.0,0
2025-01-26,S2,1377,64,4611,24,423,64,69.24,93.26,22.4,0.0,0
2025-01-27,S2,1462,238,6705,43,412,67,69.42,93.27,22.0,0.0,0
2025-01-28,S2,1546,37,5108,26,120,61,69.54,93.2,18.9,0.0,0
2025-01-29,S2,1178,44,3935,30,432,64,69.22,93.29,21.8,0.0,0
2025-01-30,S2,1506,63,4929,22,421,62,69.28,93.27,21.1,0.0,0
2025-01-31,S2,1220,46,3927,33,374,62,69.63,93.45,21.1,3.0,0
2025-02-01,S2,1617,26,5290,44,502,62,69.75,93.38,20.0,0.0,0
2025-02-02,S2,1327,41,4289,20,390,60,69.92,93.39,23.1,0.0,0
2025-02-03,S2,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-02-04,S2,1425,71,4871,22,434,62,69.76,93.32,22.5,0.0,0
2025-02-05,S2,1547,76,5350,38,467,61,69.51,93.29,22.9,0.0,0
2025-02-06,S2,1431,78,4681,33,483,63,69.5,93.17,21.2,0.0,0
2025-02-07,S2,1591,68,5291,31,549,64,69.44,93.15,23.1,0.0,0
2025-02-08,S2,1313,60,4486,25,455,62,69.96,93.38,23.2,0.0,0
2025-02-09,S2,1184,35,4017,20,425,59,69.86,93.47,23.6,0.0,0
2025-02-10,S2,1553,222,6825,31,449,63,69.43,93.53,22.1,0.0,0
2025-02-11,S2,1489,29,4907,38,356,62,69.58,93.57,21.5,0.0,0
2025-02-12,S2,1529,60,5015,39,398,61,69.85,93.32,22.8,0.0,0
2025-02-13,S2,1503,293,7227,33,424,62,69.76,93.85,23.1,0.0,0
2025-02-14,S2,1517,54,5218,35,393,60,69.92,93.69,21.5,0.0,0
2025-02-15,S2,1368,41,4376,19,344,60,69.86,93.69,23.0,0.0,0
2025-02-16,S2,1441,73,4958,27,286,61,69.88,93.42,21.9,0.0,0
2025-02-17,S2,1588,59,5417,24,412,60,69.63,93.52,24.2,0.0,0
2025-02-18,S2,1700,67,5424,43,536,63,69.79,93.14,20.6,0.0,0
2025-02-19,S2,0,0,0,0,0,0,0.0,0.0,22.8,0.0,1
2025-02-20,S2,1359,53,4583,37,448,63,69.78,93.63,21.7,0.0,0
2025-02-21,S2,1572,50,5184,44,387,61,69.7,93.65,25.7,0.0,0
2025-02-22,S2,1601,61,5347,28,378,65,69.77,93.56,20.3,0.0,0
2025-02-23,S2,1217,53,4083,35,514,59,69.88,93.52,22.8,0.0,0
2025-02-24,S2,1623,65,5410,36,424,63,70.22,93.59,21.4,0.0,0
2025-02-25,S2,1599,50,5309,33,414,64,69.77,93.58,23.1,0.0,0
2025-02-26,S2,1378,73,4659,27,602,61,69.65,93.57,23.7,0.0,0
2025-02-27,S2,1751,51,5784,26,498,64,69.85,93.4,21.5,0.0,0
2025-02-28,S2,1514,19,4681,36,538,62,70.51,93.74,21.8,0.0,0
2025-03-01,S2,1623,42,5669,24,435,61,70.08,93.38,22.7,0.0,0
2025-03-02,S2,1267,59,4081,29,454,59,70.52,93.37,21.5,0.0,0
2025-03-03,S2,1371,58,4620,24,514,60,69.65,93.51,22.9,0.0,0
2025-03-04,S2,1693,80,5920,40,623,64,70.24,93.62,22.9,0.0,0
2025-03-05,S2,1682,28,5572,34,444,67,70.02,93.41,20.6,0.0,0
2025-03-06,S2,1281,50,4051,23,440,60,69.97,93.9,21.8,0.0,0
2025-03-07,S2,1495,52,4869,38,475,62,70.14,93.69,22.5,0.0,0
2025-03-08,S2,1357,34,4337,37,508,60,69.84,93.76,22.8,0.0,0
2025-03-09,S2,1349,274,6603,23,491,60,70.33,93.44,23.4,0.0,0
2025-03-10,S2,1626,52,5132,38,344,62,70.8,93.6,24.1,0.0,0
2025-03-11,S2,1541,80,5410,41,498,62,70.29,93.86,21.7,0.0,0
2025-03-12,S2,1602,252,7190,34,408,61,69.46,93.47,23.5,0.0,0
2025-03-13,S2,1555,61,5019,25,494,63,69.92,93.64,22.0,0.0,0
2025-03-14,S2,0,0,0,0,0,0,0.0,0.0,24.0,0.0,1
2025-03-15,S2,1452,87,4959,33,311,62,69.54,93.59,24.6,4.2,0
2025-03-16,S2,1487,71,5096,33,564,64,70.14,93.57,22.0,0.0,0
2025-03-17,S2,1570,72,5484,27,403,61,70.37,93.45,24.9,0.0,0
2025-03-18,S2,1437,24,4868,37,328,60,69.84,93.71,25.1,0.0,0
2025-03-19,S2,1600,43,5253,24,541,62,70.61,93.53,24.3,0.0,0
2025-03-20,S2,1529,46,5086,34,338,61,70.12,93.6,25.7,0.0,0
2025-03-21,S2,1630,61,5169,29,524,62,70.17,93.67,24.7,0.0,0
2025-03-22,S2,1484,46,4863,23,268,60,70.14,93.64,25.1,0.0,0
2025-03-23,S2,1382,185,5807,37,447,63,70.53,93.64,24.0,0.0,0
2025-03-24,S2,1339,37,4463,19,338,61,70.6,93.8,24.8,0.0,0
2025-03-25,S2,1590,73,5631,25,517,64,70.55,93.64,24.6,0.0,0
2025-03-26,S2,1510,53,4816,26,501,62,69.93,93.5,24.0,0.0,0
2025-03-27,S2,1451,39,4880,39,296,62,70.65,93.72,23.4,0.0,0
2025-03-28,S2,1550,188,6480,23,432,63,70.37,93.78,24.8,0.0,0
2025-03-29,S2,1499,42,4867,36,538,64,70.41,93.95,26.1,0.0,0
2025-03-30,S2,0,0,0,0,0,0,0.0,0.0,27.1,0.0,1
2025-03-31,S2,0,0,0,0,0,0,0.0,0.0,24.2,0.0,1
2025-01-01,S3,1122,38,4131,26,511,50,70.22,94.89,22.9,0.0,0
2025-01-02,S3,1032,37,3629,20,512,51,69.92,95.06,22.4,0.0,0
2025-01-03,S3,1079,68,3946,25,624,47,70.42,95.27,22.3,0.0,0
2025-01-04,S3,1035,37,3649,21,442,50,70.19,94.87,20.3,0.0,0
2025-01-05,S3,1040,62,3926,13,352,47,70.9,95.05,23.6,0.0,0
2025-01-06,S3,1126,24,4111,24,423,49,70.31,94.9,22.6,0.0,0
2025-01-07,S3,1150,54,4151,24,583,48,70.45,95.27,21.4,0.0,0
2025-01-08,S3,984,69,3831,19,470,46,70.94,95.32,24.5,0.0,0
2025-01-09,S3,1185,92,4721,23,385,49,70.73,95.24,22.4,0.0,0
2025-01-10,S3,1271,31,4583,20,458,52,70.5,95.09,23.7,0.0,0
2025-01-11,S3,1159,43,3956,30,364,50,70.5,95.07,23.4,0.0,0
2025-01-12,S3,933,69,3569,18,356,48,70.79,95.09,23.3,0.0,0
2025-01-13,S3,1117,70,4129,25,290,49,70.94,94.93,20.8,0.0,0
2025-01-14,S3,1111,67,3923,30,474,48,70.47,95.49,22.4,0.0,0
2025-01-15,S3,1172,49,4239,16,383,49,70.55,95.52,20.8,0.0,0
2025-01-16,S3,1146,62,4079,29,430,50,70.74,95.14,23.5,0.0,0
2025-01-17,S3,1082,12,3881,18,634,52,70.58,95.03,23.0,0.0,0
2025-01-18,S3,982,54,3447,19,431,51,70.27,95.29,22.3,0.0,0
2025-01-19,S3,860,39,3108,20,365,45,70.87,95.45,23.6,0.0,0
2025-01-20,S3,1210,63,4454,20,484,53,70.68,95.71,21.0,0.0,0
2025-01-21,S3,1186,40,4332,24,505,50,70.84,95.73,23.8,0.0,0
2025-01-22,S3,1095,5,3943,21,291,47,71.2,95.46,22.6,2.9,0
2025-01-23,S3,969,248,5316,16,449,47,70.28,95.3,22.5,0.0,0
2025-01-24,S3,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-25,S3,1030,57,3823,17,494,47,71.06,95.38,21.1,0.0,0
2025-01-26,S3,885,53,3207,21,420,46,71.17,95.61,22.4,0.0,0
2025-01-27,S3,1099,56,3919,28,451,46,70.67,95.36,22.0,0.0,0
2025-01-28,S3,1294,40,4861,24,456,53,70.98,95.82,18.9,0.0,0
2025-01-29,S3,898,47,3193,21,424,48,70.54,95.71,21.8,0.0,0
2025-01-30,S3,1062,64,3997,24,484,46,70.64,95.74,21.1,0.0,0
2025-01-31,S3,1139,51,3996,25,369,50,71.09,95.57,21.1,3.0,0
2025-02-01,S3,911,49,3161,11,555,48,70.83,95.45,20.0,0.0,0
2025-02-02,S3,914,86,3655,22,427,48,70.37,95.84,23.1,0.0,0
2025-02-03,S3,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-02-04,S3,1136,59,4187,32,351,48,70.69,95.84,22.5,0.0,0
2025-02-05,S3,1096,50,3863,20,562,49,71.13,95.57,22.9,0.0,0
2025-02-06,S3,1300,80,4958,21,291,50,71.12,95.7,21.2,0.0,0
2025-02-07,S3,1082,67,4062,27,371,48,71.0,95.49,23.1,0.0,0
2025-02-08,S3,1123,46,4280,19,562,49,70.8,96.04,23.2,0.0,0
2025-02-09,S3,914,46,3323,27,473,47,71.23,95.62,23.6,0.0,0
2025-02-10,S3,1226,72,4497,35,447,50,70.85,95.72,22.1,0.0,0
2025-02-11,S3,1234,64,4618,23,236,52,71.18,95.75,21.5,0.0,0
2025-02-12,S3,1134,30,4139,20,433,50,70.95,95.88,22.8,0.0,0
2025-02-13,S3,1199,62,4449,30,380,54,71.6,95.99,23.1,0.0,0
2025-02-14,S3,1062,164,4836,23,593,48,70.5,95.95,21.5,0.0,0
2025-02-15,S3,1005,70,3652,15,332,50,71.52,96.03,23.0,0.0,0
2025-02-16,S3,872,58,2951,15,387,45,71.09,95.76,21.9,0.0,0
2025-02-17,S3,1110,57,3998,23,392,51,71.1,96.17,24.2,0.0,0
2025-02-18,S3,1131,30,3973,30,328,50,71.19,95.92,20.6,0.0,0
2025-02-19,S3,0,0,0,0,0,0,0.0,0.0,22.8,0.0,1
2025-02-20,S3,1032,210,5199,25,459,49,71.22,96.21,21.7,0.0,0
2025-02-21,S3,1040,43,3875,16,320,48,71.35,96.19,25.7,0.0,0
2025-02-22,S3,1015,202,4905,18,482,49,70.78,95.99,20.3,0.0,0
2025-02-23,S3,997,54,3827,16,480,48,71.03,96.21,22.8,0.0,0
2025-02-24,S3,1140,69,4033,32,548,48,71.76,96.11,21.4,0.0,0
2025-02-25,S3,1302,42,4798,19,469,50,71.52,96.07,23.1,0.0,0
2025-02-26,S3,1200,51,4341,26,444,49,71.27,95.95,23.7,0.0,0
2025-02-27,S3,1036,63,3746,26,703,51,71.11,96.26,21.5,0.0,0
2025-02-28,S3,1078,26,3848,23,621,48,71.53,95.82,21.8,0.0,0
2025-03-01,S3,1168,26,3987,17,414,48,71.11,96.04,22.7,0.0,0
2025-03-02,S3,927,33,3439,22,481,47,71.18,96.14,21.5,0.0,0
2025-03-03,S3,1203,228,5915,17,441,48,70.97,96.19,22.9,0.0,0
2025-03-04,S3,1077,64,3826,31,570,47,70.67,96.24,22.9,0.0,0
2025-03-05,S3,1008,26,3648,26,436,49,71.19,96.44,20.6,0.0,0
2025-03-06,S3,1230,63,4696,29,518,51,71.36,96.22,21.8,0.0,0
2025-03-07,S3,1259,69,4535,37,248,49,71.01,96.43,22.5,0.0,0
2025-03-08,S3,1155,44,4257,36,380,49,71.62,96.22,22.8,0.0,0
2025-03-09,S3,955,51,3435,19,344,48,71.34,96.32,23.4,0.0,0
2025-03-10,S3,1187,50,4388,20,365,50,71.08,96.29,24.1,0.0,0
2025-03-11,S3,1102,75,4258,30,577,46,71.41,95.91,21.7,0.0,0
2025-03-12,S3,1114,62,3844,23,504,48,71.32,96.54,23.5,0.0,0
2025-03-13,S3,1185,48,4371,21,558,50,71.77,96.17,22.0,0.0,0
2025-03-14,S3,0,0,0,0,0,0,0.0,0.0,24.0,0.0,1
2025-03-15,S3,1131,50,3881,33,421,48,71.55,96.78,24.6,4.2,0
2025-03-16,S3,952,63,3633,22,467,46,71.47,96.56,22.0,0.0,0
2025-03-17,S3,1220,41,4424,19,337,50,71.54,96.31,24.9,0.0,0
2025-03-18,S3,997,65,3568,22,608,47,72.01,96.4,25.1,0.0,0
2025-03-19,S3,1240,40,4391,36,482,49,71.42,96.47,24.3,0.0,0
2025-03-20,S3,1227,40,4634,29,505,50,71.63,96.49,25.7,0.0,0
2025-03-21,S3,1136,45,4040,15,576,48,71.53,96.74,24.7,0.0,0
2025-03-22,S3,1145,54,4044,22,400,47,71.4,96.56,25.1,0.0,0
2025-03-23,S3,898,72,3610,25,416,49,71.47,96.59,24.0,0.0,0
2025-03-24,S3,1131,21,4122,30,404,47,71.22,96.82,24.8,0.0,0
2025-03-25,S3,1293,27,4784,19,403,53,71.39,96.63,24.6,0.0,0
2025-03-26,S3,1208,76,4707,27,262,51,71.58,96.59,24.0,0.0,0
2025-03-27,S3,1202,33,4197,33,503,51,71.79,96.68,23.4,0.0,0
2025-03-28,S3,1200,62,4256,17,259,49,71.82,96.81,24.8,0.0,0
2025-03-29,S3,1020,25,3777,18,432,48,71.24,96.44,26.1,0.0,0
2025-03-30,S3,0,0,0,0,0,0,0.0,0.0,27.1,0.0,1
2025-03-31,S3,0,0,0,0,0,0,0.0,0.0,24.2,0.0,1
2025-01-01,S4,1344,54,4569,28,453,54,71.14,96.97,22.9,0.0,0
2025-01-02,S4,1342,11,4716,31,509,54,70.81,97.04,22.4,0.0,0
2025-01-03,S4,1352,53,4546,24,279,56,71.58,97.08,22.3,0.0,0
2025-01-04,S4,1270,46,4309,27,498,56,71.13,97.02,20.3,0.0,0
2025-01-05,S4,1194,57,4106,33,498,56,71.07,97.25,23.6,0.0,0
2025-01-06,S4,1567,33,5225,33,441,59,71.29,97.08,22.6,0.0,0
2025-01-07,S4,1396,51,4948,31,440,56,71.05,97.2,21.4,0.0,0
2025-01-08,S4,1443,54,5047,40,510,57,71.3,97.21,24.5,0.0,0
2025-01-09,S4,1222,83,4418,26,559,53,71.41,96.96,22.4,0.0,0
2025-01-10,S4,1560,55,5340,45,489,59,71.04,97.43,23.7,0.0,0
2025-01-11,S4,1019,50,3515,26,436,56,71.4,97.14,23.4,0.0,0
2025-01-12,S4,1189,70,4242,37,387,54,71.32,97.37,23.3,0.0,0
2025-01-13,S4,1267,73,4582,28,358,58,70.93,97.4,20.8,0.0,0
2025-01-14,S4,1310,51,4612,30,429,57,71.89,97.18,22.4,0.0,0
2025-01-15,S4,1422,59,4781,27,265,57,71.61,97.27,20.8,0.0,0
2025-01-16,S4,1264,61,4634,32,338,55,71.69,97.41,23.5,0.0,0
2025-01-17,S4,1429,37,5008,22,583,56,71.18,97.33,23.0,0.0,0
2025-01-18,S4,1252,57,4258,18,464,56,71.31,97.36,22.3,0.0,0
2025-01-19,S4,981,64,3300,18,450,52,71.51,97.28,23.6,0.0,0
2025-01-20,S4,1515,29,5223,44,452,59,71.77,97.45,21.0,0.0,0
2025-01-21,S4,1220,44,4254,25,291,57,71.47,97.48,23.8,0.0,0
2025-01-22,S4,1226,45,4329,20,369,54,71.68,97.48,22.6,2.9,0
2025-01-23,S4,1405,37,4814,23,473,58,71.88,97.19,22.5,0.0,0
2025-01-24,S4,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-25,S4,1340,60,4683,30,387,55,72.08,97.66,21.1,0.0,0
2025-01-26,S4,1141,47,3904,28,128,56,71.27,97.65,22.4,0.0,0
2025-01-27,S4,1414,62,4830,33,559,55,71.31,97.21,22.0,0.0,0
2025-01-28,S4,1355,35,4405,27,391,55,71.57,97.71,18.9,0.0,0
2025-01-29,S4,1405,76,4646,26,391,55,71.73,97.6,21.8,0.0,0
2025-01-30,S4,1417,62,4772,35,302,56,71.32,97.68,21.1,0.0,0
2025-01-31,S4,1317,84,4697,28,419,57,71.61,97.87,21.1,3.0,0
2025-02-01,S4,1289,53,4238,32,381,55,72.11,97.48,20.0,0.0,0
2025-02-02,S4,1294,72,4477,37,762,52,71.81,97.75,23.1,0.0,0
2025-02-03,S4,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-02-04,S4,1334,292,6966,29,519,56,71.53,97.75,22.5,0.0,0
2025-02-05,S4,1428,87,5235,25,348,58,71.46,97.77,22.9,0.0,0
2025-02-06,S4,1375,66,4802,32,464,56,72.03,97.95,21.2,0.0,0
2025-02-07,S4,1283,44,4417,38,385,53,71.68,97.74,23.1,0.0,0
2025-02-08,S4,1411,61,4934,41,559,54,71.64,97.71,23.2,0.0,0
2025-02-09,S4,969,57,3366,22,402,53,71.67,97.67,23.6,0.0,0
2025-02-10,S4,1384,31,4833,36,390,56,71.59,97.78,22.1,0.0,0
2025-02-11,S4,1372,38,4577,43,371,56,71.72,97.77,21.5,0.0,0
2025-02-12,S4,1197,200,5492,35,445,55,72.04,98.03,22.8,0.0,0
2025-02-13,S4,1468,18,4976,26,391,58,72.01,97.74,23.1,0.0,0
2025-02-14,S4,1449,42,5029,31,372,55,71.11,98.08,21.5,0.0,0
2025-02-15,S4,1203,66,4150,24,469,53,71.89,97.9,23.0,0.0,0
2025-02-16,S4,1057,294,5816,28,576,55,71.64,97.97,21.9,0.0,0
2025-02-17,S4,1438,95,5435,39,323,56,71.87,97.86,24.2,0.0,0
2025-02-18,S4,1511,48,5383,36,373,60,72.07,97.91,20.6,0.0,0
2025-02-19,S4,0,0,0,0,0,0,0.0,0.0,22.8,0.0,1
2025-02-20,S4,1454,24,5200,32,388,57,71.6,98.06,21.7,0.0,0
2025-02-21,S4,1361,160,5602,28,585,55,72.14,98.15,25.7,0.0,0
2025-02-22,S4,1365,40,4534,38,393,58,71.74,98.23,20.3,0.0,0
2025-02-23,S4,1216,53,4102,26,424,53,71.12,97.93,22.8,0.0,0
2025-02-24,S4,1392,256,6673,43,448,58,71.31,98.39,21.4,0.0,0
2025-02-25,S4,1533,47,5245,43,501,57,72.28,98.09,23.1,0.0,0
2025-02-26,S4,1277,58,4371,23,364,55,71.73,97.89,23.7,0.0,0
2025-02-27,S4,1454,39,5103,29,345,57,71.56,98.16,21.5,0.0,0
2025-02-28,S4,1461,19,5175,25,456,58,72.46,97.91,21.8,0.0,0
2025-03-01,S4,1421,99,5351,32,746,55,72.23,98.2,22.7,0.0,0
2025-03-02,S4,1141,63,3935,28,554,54,71.83,98.1,21.5,0.0,0
