date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-02-16,S1,1157,75,3889,30,334,53,72.0,96.36,20.4,0.0,0
2025-02-17,S1,1148,89,4336,25,390,56,71.88,96.22,23.2,0.0,0
2025-02-18,S1,1427,68,5094,33,578,55,71.5,96.65,25.1,0.0,0
2025-02-19,S1,1225,35,4368,30,406,52,71.82,96.45,24.0,0.0,0
2025-02-20,S1,1226,61,3898,22,479,54,72.14,96.38,21.5,1.2,0
2025-02-21,S1,1267,60,4140,36,394,54,72.29,96.36,23.2,0.0,0
2025-02-22,S1,1323,51,4181,18,440,55,71.99,96.52,22.9,0.0,0
2025-02-23,S1,929,52,2847,23,530,52,71.89,96.48,21.4,0.0,0
2025-02-24,S1,1283,79,4531,28,430,53,72.33,96.36,23.6,0.0,0
2025-02-25,S1,1262,61,4278,38,179,55,72.16,96.3,23.3,3.2,0
2025-02-26,S1,1327,87,4490,40,409,56,72.05,96.25,22.6,2.5,0
2025-02-27,S1,1122,37,3703,28,544,54,71.92,96.23,24.6,0.0,0
2025-02-28,S1,1354,46,4445,34,454,55,72.37,96.41,24.4,0.0,0
2025-03-01,S1,1302,67,4391,19,470,58,72.36,96.46,21.9,0.5,0
2025-03-02,S1,1144,63,3730,18,414,53,72.01,96.29,21.6,0.0,0
2025-03-03,S1,1245,69,4157,24,411,54,72.54,96.44,21.1,2.1,0
2025-03-04,S1,1018,39,3449,23,479,54,72.04,96.46,23.5,0.0,0
2025-03-05,S1,1267,44,4103,25,557,54,72.0,96.57,22.8,0.0,0
2025-03-06,S1,1320,28,4421,19,306,58,71.98,96.49,24.2,0.0,0
2025-03-07,S1,1388,55,4634,23,456,55,71.73,96.5,21.8,0.0,0
2025-03-08,S1,1048,31,3494,21,640,53,72.12,96.68,23.4,0.0,0
2025-03-09,S1,1144,84,4075,34,467,53,72.31,96.51,20.2,0.0,0
2025-03-10,S1,1119,52,3887,31,381,52,72.4,96.77,22.6,0.0,0
2025-03-11,S1,1234,41,4215,26,536,55,72.07,96.65,23.7,0.0,0
2025-03-12,S1,1193,66,4201,32,671,53,72.23,96.59,22.3,0.0,0
2025-03-13,S1,1094,222,5340,15,548,51,71.84,96.74,23.3,0.0,0
2025-03-14,S1,1219,34,4062,24,601,56,72.14,96.53,22.0,0.0,0
2025-03-15,S1,1173,66,4072,23,424,55,72.27,96.55,23.6,0.0,0
2025-03-16,S1,1053,67,3880,25,563,53,72.28,96.71,23.2,0.0,0
2025-03-17,S1,1122,68,3837,18,578,53,72.01,96.35,23.2,0.0,0
2025-03-18,S1,1326,71,4438,19,489,55,71.86,96.61,24.0,0.0,0
2025-03-19,S1,1299,32,4505,27,483,57,72.17,96.72,24.3,0.0,0
2025-03-20,S1,1414,60,4827,43,483,58,72.07,96.68,24.8,0.0,0
2025-03-21,S1,1393,41,4558,31,354,56,71.86,96.78,25.3,0.0,0
2025-03-22,S1,1019,48,3371,13,405,54,72.38,96.64,24.4,0.0,0
2025-03-23,S1,1058,82,3840,27,466,50,72.83,96.61,22.9,0.0,0
2025-03-24,S1,1307,211,5850,29,588,56,71.89,96.86,23.8,0.0,0
2025-03-25,S1,0,0,0,0,0,0,0.0,0.0,26.5,0.0,1
2025-03-26,S1,1302,75,4720,19,461,56,72.62,96.88,23.3,3.9,0
2025-03-27,S1,1143,59,3786,34,392,52,72.35,96.61,24.7,0.0,0
2025-03-28,S1,1262,35,4086,25,485,53,72.12,96.73,22.3,0.0,0
2025-03-29,S1,0,0,0,0,0,0,0.0,0.0,25.9,0.0,1
2025-03-30,S1,1090,48,3718,18,464,53,72.0,96.44,26.1,0.0,0
2025-03-31,S1,1253,62,4393,31,247,55,72.41,96.64,25.4,0.0,0
2025-04-01,S1,1316,20,4473,32,434,56,72.19,96.76,24.1,0.0,0
2025-04-02,S1,1273,57,4329,32,431,55,72.22,96.64,25.2,1.8,0
2025-04-03,S1,1131,33,3881,27,513,54,72.32,96.58,26.7,0.0,0
2025-04-04,S1,1225,26,4017,36,455,53,72.3,96.82,28.3,0.6,0
2025-04-05,S1,1104,89,3816,17,490,52,72.92,96.7,24.6,0.0,0
2025-04-06,S1,1129,61,3866,14,380,53,72.33,96.85,27.3,0.0,0
2025-04-07,S1,1355,57,4445,32,515,55,72.6,96.75,25.7,0.0,0
2025-04-08,S1,1248,31,4135,27,521,53,71.98,96.75,25.0,0.0,0
2025-04-09,S1,1120,30,3962,21,327,52,72.43,96.69,25.3,0.0,0
2025-04-10,S1,1339,68,4445,42,494,58,72.06,97.05,27.1,0.0,0
2025-04-11,S1,0,0,0,0,0,0,0.0,0.0,26.6,0.0,1
2025-04-12,S1,1215,82,4347,33,558,56,72.06,96.85,25.2,0.0,0
2025-04-13,S1,930,48,3122,22,498,52,72.71,96.97,27.7,0.0,0
2025-04-14,S1,1374,55,4564,39,431,55,72.38,96.73,27.5,0.0,0
2025-04-15,S1,1213,34,3929,22,558,55,72.03,96.81,24.7,0.0,0
2025-04-16,S1,1338,39,4509,22,147,55,72.58,96.76,26.1,0.0,0
2025-04-17,S1,1330,46,4528,27,354,57,72.29,97.0,28.8,0.0,0
2025-04-18,S1,1120,39,3862,25,334,56,71.93,97.09,26.3,0.0,0
2025-04-19,S1,1173,215,5326,31,386,54,72.62,96.94,27.8,0.0,0
2025-04-20,S1,1167,45,3804,32,424,54,71.98,97.14,24.8,0.0,0
2025-04-21,S1,1269,63,4374,23,460,55,72.19,97.15,25.6,0.0,0
2025-04-22,S1,0,0,0,0,0,0,0.0,0.0,25.5,0.0,1
2025-04-23,S1,1345,13,4446,36,493,55,72.28,96.74,29.5,0.0,0
2025-04-24,S1,1220,28,4298,25,375,52,72.12,97.02,29.3,0.0,0
2025-04-25,S1,1242,51,4066,33,507,53,72.69,97.07,27.3,2.4,0
2025-04-26,S1,1279,236,6079,24,586,56,72.56,97.01,29.7,0.0,0
2025-04-27,S1,951,81,3473,25,375,53,72.27,96.82,27.1,0.0,0
2025-04-28,S1,0,0,0,0,0,0,0.0,0.0,28.3,0.0,1
2025-04-29,S1,1323,69,4506,30,366,58,72.38,96.95,26.7,0.0,0
2025-04-30,S1,1215,56,3943,24,643,52,72.44,96.97,27.8,0.0,0
2025-05-01,S1,1174,29,3818,20,398,53,72.18,97.07,26.6,0.0,0
2025-05-02,S1,1384,51,4749,37,680,53,72.54,97.2,27.6,0.0,0
2025-05-03,S1,1253,38,4150,26,465,53,72.48,96.84,27.2,0.0,0
2025-05-04,S1,0,0,0,0,0,0,0.0,0.0,28.8,0.0,1
2025-05-05,S1,1300,43,4190,26,553,53,71.94,97.0,28.3,0.0,0
2025-05-06,S1,1328,50,4519,22,456,54,72.14,96.99,26.2,0.0,0
2025-05-07,S1,1136,62,3703,29,342,51,72.34,96.96,29.2,0.0,0
2025-05-08,S1,1141,53,4026,19,466,53,72.73,96.77,28.6,0.0,0
2025-05-09,S1,1297,228,6019,27,423,51,72.52,96.94,29.0,0.0,0
2025-05-10,S1,1306,56,4548,37,473,56,72.63,97.06,29.7,0.0,0
2025-05-11,S1,1115,57,3988,21,445,53,72.49,97.22,29.9,0.0,0
2025-05-12,S1,1202,67,4185,24,592,52,72.25,97.18,29.2,0.0,0
2025-05-13,S1,1283,59,4333,18,488,54,72.86,97.29,28.5,0.2,0
2025-05-14,S1,1239,39,4316,19,395,54,72.4,97.4,28.4,3.9,0
2025-05-15,S1,1310,31,4622,32,433,55,72.66,97.07,28.8,0.0,0
2025-05-16,S1,1228,41,4303,25,592,52,72.53,97.15,30.8,0.0,0
2025-05-17,S1,1158,14,3973,23,276,53,72.26,97.12,28.4,0.0,0
2025-05-18,S1,1095,41,3683,25,402,55,72.47,97.21,30.8,0.0,0
2025-05-19,S1,1036,75,3728,21,293,53,72.57,97.27,28.2,0.0,0
2025-05-20,S1,0,0,0,0,0,0,0.0,0.0,30.9,0.0,1
2025-05-21,S1,1146,29,3934,19,515,51,72.29,97.4,29.4,0.0,0
2025-05-22,S1,1296,47,4693,27,483,54,72.39,97.19,31.1,0.0,0
2025-05-23,S1,1419,81,5090,24,428,52,72.55,97.38,28.6,0.0,0
2025-05-24,S1,1181,58,3981,34,575,52,71.97,97.29,31.1,0.0,0
2025-05-25,S1,1084,43,3714,21,397,49,72.32,97.15,29.6,0.0,0
2025-05-26,S1,1034,63,3749,25,549,52,72.65,97.32,30.9,0.0,0
2025-05-27,S1,1299,43,4579,19,500,58,72.65,97.26,30.7,0.0,0
2025-05-28,S1,1279,47,4505,31,510,54,72.28,97.36,30.5,0.0,0
2025-05-29,S1,1019,56,3432,17,417,54,71.91,97.33,31.3,0.0,0
2025-05-30,S1,1303,51,4451,32,424,55,72.8,97.45,31.8,0.0,0
2025-05-31,S1,1251,333,7229,31,537,54,72.47,97.04,32.2,0.0,0
2025-06-01,S1,1043,65,3690,30,489,54,72.31,97.34,31.3,7.6,0
2025-06-02,S1,0,0,0,0,0,0,0.0,0.0,30.2,8.9,1
2025-06-03,S1,0,0,0,0,0,0,0.0,0.0,31.4,4.7,1
2025-06-04,S1,1365,92,4949,38,561,54,72.28,97.51,29.9,2.3,0
2025-06-05,S1,1227,84,4351,28,370,54,72.43,97.46,30.8,3.4,0
2025-06-06,S1,1314,91,4817,20,577,56,72.28,97.21,31.1,8.3,0
2025-06-07,S1,0,0,0,0,0,0,0.0,0.0,31.4,2.3,1
2025-06-08,S1,1140,39,4050,21,525,53,72.55,97.14,31.5,4.2,0
2025-06-09,S1,1219,40,4102,21,372,54,72.56,97.43,30.4,2.9,0
2025-06-10,S1,1235,60,4414,25,503,53,72.25,97.49,32.0,11.3,0
2025-06-11,S1,1215,55,4079,17,356,56,72.68,97.41,31.5,2.6,0
2025-06-12,S1,1138,21,4072,18,453,53,72.25,97.34,32.0,7.7,0
2025-06-13,S1,1321,85,5110,20,309,55,72.77,97.08,34.3,5.7,0
2025-06-14,S1,1195,61,4192,22,435,51,72.05,97.63,32.2,4.3,0
2025-06-15,S1,1073,74,3712,31,347,53,72.33,97.39,31.3,1.6,0
2025-06-16,S1,1265,65,4407,24,395,55,72.5,97.44,32.7,9.0,0
2025-06-17,S1,1402,41,4905,30,340,54,72.96,97.15,32.6,0.3,0
2025-06-18,S1,1062,5,3575,13,507,52,72.29,97.34,31.7,2.5,0
2025-06-19,S1,1334,54,4488,27,503,53,72.72,97.25,33.6,4.3,0
2025-06-20,S1,1275,42,4260,18,303,56,72.96,97.44,34.2,5.0,0
2025-06-21,S1,1170,37,3983,26,469,56,72.18,97.46,31.1,4.5,0
2025-06-22,S1,1100,33,3992,33,520,51,72.41,97.4,32.9,4.2,0
2025-06-23,S1,1386,66,4753,36,437,54,72.47,97.33,31.1,2.2,0
2025-06-24,S1,1186,48,4202,28,423,54,72.46,97.82,33.2,8.1,0
2025-06-25,S1,1240,37,4571,22,459,57,72.97,97.4,33.5,5.8,0
2025-06-26,S1,1226,59,4372,17,419,57,72.67,97.42,33.2,12.7,0
2025-06-27,S1,1165,58,4141,34,402,52,72.73,97.25,33.8,3.5,0
2025-06-28,S1,1308,63,4463,22,438,55,72.58,97.43,33.7,2.6,0
2025-06-29,S1,974,48,3358,19,417,51,72.89,97.44,32.3,3.0,0
2025-06-30,S1,1261,49,4078,36,417,55,72.4,97.32,32.2,2.6,0
2025-07-01,S1,1183,57,4187,29,529,55,72.31,97.57,32.9,0.0,0
2025-07-02,S1,1271,83,4702,31,471,55,72.45,97.44,31.5,0.0,0
2025-07-03,S1,1273,59,4501,32,291,54,72.6,97.33,32.3,0.0,0
2025-07-04,S1,1172,66,4175,33,362,51,73.11,97.45,33.7,0.0,0
2025-07-05,S1,1345,59,4661,29,523,55,72.06,97.39,33.6,0.0,0
2025-07-06,S1,1072,52,3994,31,383,51,72.53,97.52,34.4,0.0,0
2025-07-07,S1,1177,61,4291,31,445,55,72.55,97.53,34.4,0.0,0
2025-07-08,S1,1473,67,5434,24,457,56,72.22,97.42,34.7,0.4,0
2025-07-09,S1,1383,53,4677,39,578,56,72.03,97.77,32.3,0.0,0
2025-07-10,S1,1126,46,3910,30,507,52,72.6,97.73,33.9,0.0,0
2025-07-11,S1,1263,92,4840,29,342,53,72.56,97.19,33.8,0.0,0
2025-07-12,S1,1111,51,4227,30,217,54,72.57,97.63,34.4,0.0,0
2025-07-13,S1,1144,81,4136,30,356,54,72.89,97.6,33.1,0.0,0
2025-07-14,S1,1272,69,4654,37,557,53,72.44,97.56,33.1,6.3,0
2025-07-15,S1,1323,71,4592,37,468,53,72.52,97.65,34.6,0.0,0
2025-07-16,S1,0,0,0,0,0,0,0.0,0.0,34.2,0.0,1
2025-07-17,S1,1315,47,4639,42,350,52,73.03,97.57,33.3,0.0,0
2025-07-18,S1,1183,58,4136,23,416,53,72.82,97.46,33.6,0.0,0
2025-07-19,S1,1118,81,4381,25,417,54,72.84,97.69,32.1,0.0,0
2025-07-20,S1,1071,84,3947,26,442,52,72.5,97.97,35.3,0.0,0
2025-07-21,S1,1268,213,6019,36,473,54,72.77,97.6,34.8,0.0,0
2025-07-22,S1,1523,70,5628,25,495,54,72.79,97.59,32.5,0.0,0
2025-07-23,S1,1348,52,4664,38,440,56,72.37,97.71,33.1,0.0,0
2025-07-24,S1,1324,40,4612,31,609,52,72.79,97.74,31.8,0.0,0
2025-07-25,S1,1185,59,4133,22,588,52,72.66,97.7,33.8,0.0,0
2025-07-26,S1,1337,100,5117,39,520,59,72.79,97.78,32.1,0.0,0
2025-07-27,S1,1151,48,4088,30,563,54,72.46,97.6,33.5,0.0,0
2025-07-28,S1,1197,48,4222,20,641,56,73.08,97.86,32.2,0.0,0
2025-07-29,S1,1020,95,3884,23,537,51,72.92,97.6,36.4,0.0,0
2025-07-30,S1,1427,63,4946,29,369,53,72.23,98.07,34.0,0.0,0
2025-07-31,S1,1445,187,6361,33,316,58,72.68,97.72,35.4,0.8,0
2025-08-01,S1,1302,73,4680,36,370,56,72.66,97.93,35.7,0.0,0
2025-08-02,S1,1306,61,4732,27,556,54,73.36,98.09,34.5,0.0,0
2025-08-03,S1,1267,48,4594,25,468,53,72.99,97.85,35.3,0.0,0
2025-08-04,S1,1447,40,5110,26,251,56,72.3,97.74,34.2,0.0,0
2025-08-05,S1,1362,38,4802,37,371,57,72.95,97.79,33.5,0.0,0
2025-08-06,S1,1026,70,3707,19,411,53,72.37,98.07,33.7,0.0,0
2025-08-07,S1,1319,38,4820,22,293,54,72.74,97.94,34.1,0.0,0
2025-08-08,S1,1296,61,4529,33,551,51,72.65,98.16,36.0,0.0,0
2025-08-09,S1,1209,46,4258,32,375,54,72.77,97.89,34.3,0.0,0
2025-08-10,S1,1001,44,3541,24,457,51,73.0,98.07,35.5,0.0,0
2025-08-11,S1,1218,219,5927,27,417,54,72.62,97.86,32.2,0.0,0
2025-08-12,S1,1128,67,3987,33,447,53,72.65,97.8,33.8,0.0,0
2025-08-13,S1,1378,48,4665,21,511,57,72.42,97.93,33.9,0.0,0
2025-08-14,S1,1201,71,4420,19,566,53,73.05,97.91,35.4,0.0,0
2025-08-15,S1,0,0,0,0,0,0,0.0,0.0,34.6,0.0,1
2025-08-16,S1,1387,46,5088,29,311,56,72.23,98.11,33.4,0.0,0
2025-08-17,S1,1251,67,4373,34,562,52,72.65,97.72,32.4,0.0,0
2025-08-18,S1,1450,248,6833,37,474,56,72.86,98.08,34.7,0.0,0
2025-08-19,S1,1325,64,4572,19,521,56,72.59,98.05,34.3,0.0,0
2025-08-20,S1,1313,76,4776,35,585,53,72.46,97.8,34.0,0.0,0
2025-08-21,S1,1368,53,4873,31,598,55,72.26,98.15,32.9,0.0,0
2025-08-22,S1,1515,50,5504,41,671,57,72.75,97.89,35.7,0.0,0
2025-08-23,S1,1305,192,5936,21,675,53,72.91,97.81,30.9,0.0,0
2025-08-24,S1,1015,83,3702,22,476,52,72.6,97.96,33.6,0.0,0
2025-08-25,S1,1252,67,4509,30,305,52,72.37,97.82,33.4,0.0,0
2025-08-26,S1,0,0,0,0,0,0,0.0,0.0,34.2,2.3,1
2025-08-27,S1,0,0,0,0,0,0,0.0,0.0,31.5,0.8,1
2025-08-28,S1,1217,48,4143,36,366,53,72.75,97.78,34.7,0.0,0
2025-08-29,S1,1462,65,5383,23,595,56,72.31,97.87,34.1,0.0,0
2025-08-30,S1,1214,79,4459,14,312,51,72.56,97.98,34.2,0.0,0
2025-08-31,S1,1069,89,4031,26,435,51,73.09,98.12,33.1,0.0,0
2025-09-01,S1,0,0,0,0,0,0,0.0,0.0,32.8,0.0,1
2025-09-02,S1,1319,22,4678,32,547,53,72.52,97.87,33.1,0.0,0
2025-09-03,S1,1309,69,4698,23,362,53,72.66,98.08,29.8,0.0,0
2025-09-04,S1,1366,34,4520,39,435,57,72.78,98.36,33.3,0.0,0
2025-09-05,S1,1128,73,3762,22,544,53,72.98,98.0,31.4,0.0,0
2025-09-06,S1,994,64,3417,18,583,53,72.76,97.87,33.3,0.0,0
2025-09-07,S1,1021,118,4170,27,319,51,72.84,98.09,30.7,0.0,0
2025-09-08,S1,1392,48,4905,35,440,55,72.29,98.16,33.2,0.0,0
2025-09-09,S1,1422,55,5034,39,510,53,72.56,98.15,32.6,0.0,0
2025-09-10,S1,1293,38,4548,28,480,53,72.52,97.78,36.0,0.0,0
2025-09-11,S1,1479,48,5111,31,314,55,72.3,97.92,32.2,0.0,0
2025-09-12,S1,1228,15,4457,19,413,52,72.63,97.83,31.6,0.0,0
2025-09-13,S1,1404,75,5132,39,503,60,72.59,97.98,31.9,0.0,0
2025-09-14,S1,845,66,3090,20,379,52,72.61,98.15,33.4,0.0,0
2025-09-15,S1,1301,58,4421,33,493,55,72.74,98.12,32.7,0.0,0
2025-09-16,S1,1464,44,5203,34,446,56,72.28,98.16,32.8,0.0,0
2025-09-17,S1,1395,59,5069,39,527,56,72.89,98.2,33.8,0.0,0
2025-09-18,S1,1323,70,4697,35,389,54,72.48,98.26,32.4,0.0,0
2025-09-19,S1,1380,57,5039,44,285,55,72.76,98.41,32.4,0.0,0
2025-09-20,S1,1194,70,4107,21,538,55,72.33,98.0,30.2,0.0,0
2025-09-21,S1,975,48,3250,16,343,49,72.52,97.82,33.2,1.6,0
2025-09-22,S1,1233,54,4393,17,426,55,72.5,97.99,29.2,0.0,0
2025-09-23,S1,1443,56,4874,35,433,57,72.85,98.36,31.6,0.0,0
2025-09-24,S1,1412,40,4858,32,484,57,72.95,98.5,30.1,0.0,0
2025-09-25,S1,1181,79,4331,34,403,56,72.63,98.23,31.7,0.0,0
2025-09-26,S1,1444,46,4972,35,430,54,72.73,98.18,33.1,0.0,0
2025-09-27,S1,1420,49,4966,25,514,53,72.95,98.46,30.2,0.0,0
2025-09-28,S1,1079,59,3875,31,446,53,72.66,98.55,31.6,0.0,0
2025-09-29,S1,1360,68,4795,32,334,54,72.7,98.34,32.0,0.0,0
2025-09-30,S1,1463,57,5004,28,540,57,72.44,98.4,32.3,0.0,0
2025-10-01,S1,1153,63,4280,25,287,54,73.34,98.2,31.7,0.0,0
2025-10-02,S1,1313,64,4573,27,518,51,72.75,98.42,31.2,3.4,0
2025-10-03,S1,1409,82,5106,32,412,54,72.92,98.49,32.2,0.0,0
2025-10-04,S1,1239,76,4382,32,256,54,72.65,98.47,31.7,0.0,0
2025-10-05,S1,1093,71,4004,22,475,54,72.79,98.27,30.2,0.0,0
2025-10-06,S1,1300,55,4521,30,438,57,72.53,98.35,28.8,0.0,0
2025-10-07,S1,1475,54,4942,31,533,57,73.09,98.3,28.3,1.1,0
2025-10-08,S1,0,0,0,0,0,0,0.0,0.0,27.7,0.0,1
2025-10-09,S1,1367,222,6548,23,291,55,72.62,98.34,30.4,0.0,0
2025-10-10,S1,1254,91,4594,22,414,51,72.56,98.15,29.3,0.0,0
2025-10-11,S1,1337,59,4507,40,499,57,72.39,98.51,28.6,0.0,0
2025-10-12,S1,1073,50,3735,30,327,53,72.77,98.47,30.1,0.0,0
2025-10-13,S1,1321,45,4434,29,459,55,73.32,98.35,28.3,0.0,0
2025-10-14,S1,1383,70,4856,35,517,53,72.69,98.46,29.9,0.0,0
2025-10-15,S1,1342,35,4722,20,444,53,72.86,98.46,27.2,0.0,0
2025-10-16,S1,1279,66,4354,36,553,54,72.87,98.39,26.1,0.0,0
2025-10-17,S1,1397,57,4870,34,387,54,72.86,98.34,30.0,0.0,0
2025-10-18,S1,1276,268,6800,33,637,52,72.72,98.38,29.3,0.0,0
2025-10-19,S1,935,37,3371,15,553,52,73.29,98.34,28.0,2.2,0
2025-10-20,S1,1369,48,4598,22,389,56,72.68,98.18,28.6,0.0,0
2025-10-21,S1,1301,40,4541,36,376,55,72.75,98.5,28.6,0.0,0
2025-10-22,S1,1377,56,4618,32,275,55,72.6,98.35,27.4,0.0,0
2025-10-23,S1,1292,70,4578,29,380,54,72.89,98.49,28.8,0.0,0
2025-10-24,S1,1375,72,4799,34,500,55,72.54,98.31,27.5,0.0,0
2025-10-25,S1,1342,68,4689,23,567,53,72.65,98.54,30.1,0.0,0
2025-10-26,S1,0,0,0,0,0,0,0.0,0.0,27.8,0.0,1
2025-10-27,S1,1238,28,4049,24,336,55,73.14,98.52,27.6,0.0,0
2025-10-28,S1,1385,90,4777,27,523,57,73.28,98.5,27.8,0.0,0
2025-10-29,S1,1416,58,4955,25,405,55,72.82,98.76,28.3,0.0,0
2025-10-30,S1,1217,49,4100,22,518,52,72.8,98.39,27.7,0.0,0
2025-10-31,S1,1430,76,5226,44,304,55,73.02,98.56,26.4,0.0,0
2025-11-01,S1,1117,68,3746,20,468,53,73.06,98.66,26.2,0.0,0
2025-11-02,S1,1154,59,4117,17,517,52,72.91,98.64,27.5,0.0,0
2025-11-03,S1,1277,25,4520,22,392,54,73.18,98.92,26.9,0.0,0
2025-11-04,S1,1331,66,4453,27,550,54,73.03,98.72,27.5,0.0,0
2025-11-05,S1,1426,48,4830,33,439,54,72.74,98.66,25.5,0.0,0
2025-11-06,S1,1458,57,4847,25,624,53,72.61,98.61,26.8,2.1,0
2025-11-07,S1,1438,63,4893,27,511,56,73.13,98.34,27.9,0.0,0
2025-11-08,S1,1233,25,4066,30,433,57,73.43,98.52,26.8,0.0,0
2025-11-09,S1,0,0,0,0,0,0,0.0,0.0,25.9,0.0,1
2025-11-10,S1,1410,88,4896,33,421,56,72.89,98.79,27.6,0.0,0
2025-11-11,S1,1366,66,4938,30,460,52,72.74,98.71,29.6,0.0,0
2025-11-12,S1,1376,54,4465,40,488,55,72.96,98.81,25.5,0.0,0
2025-11-13,S1,1445,21,4639,24,534,56,72.88,98.8,25.6,0.0,0
2025-11-14,S1,1200,45,4359,21,358,50,72.87,98.57,27.8,0.0,0
2025-11-15,S1,1146,65,3868,35,541,53,73.31,98.44,27.3,0.0,0
2025-11-16,S1,988,60,3321,25,523,49,72.74,98.63,27.6,0.0,0
2025-11-17,S1,1388,35,4435,28,480,55,73.25,98.37,26.5,0.0,0
2025-11-18,S1,1315,75,4469,35,500,55,72.87,98.71,25.8,0.0,0
2025-11-19,S1,1355,62,4651,38,402,52,72.93,98.82,25.0,0.0,0
2025-11-20,S1,1345,53,4461,31,468,54,72.5,98.66,25.2,0.0,0
2025-11-21,S1,0,0,0,0,0,0,0.0,0.0,26.2,1.8,1
2025-11-22,S1,1251,53,4221,33,464,55,73.01,98.73,26.0,1.2,0
2025-11-23,S1,1075,79,3826,20,314,55,73.11,98.63,26.0,0.0,0
2025-11-24,S1,1477,44,4733,27,326,57,72.98,98.67,25.2,0.0,0
2025-11-25,S1,1394,43,4589,26,552,58,72.91,98.66,24.4,0.0,0
2025-11-26,S1,1419,271,6764,36,554,57,73.21,98.97,25.9,0.0,0
