date,site_id,units_produced,downtime_minutes,power_kwh,rework_units,defects_ppm,staff_count,material_cost_per_unit,price_per_unit,temperature_c,rainfall_mm,holiday_flag
2025-02-12,S1,1224,44,4133,28,364,56,72.51,97.17,21.7,0.0,0
2025-02-13,S1,1232,56,4149,31,415,54,72.53,97.23,21.8,0.0,0
2025-02-14,S1,1456,37,5051,24,359,54,72.81,97.35,22.3,0.0,0
2025-02-15,S1,1066,57,3669,32,488,55,73.09,97.29,19.5,0.0,0
2025-02-16,S1,1060,42,3683,21,541,51,72.69,97.5,22.2,0.0,0
2025-02-17,S1,1227,85,4399,28,315,52,72.76,97.59,21.9,0.0,0
2025-02-18,S1,1109,32,3670,25,552,53,73.01,97.34,20.6,0.0,0
2025-02-19,S1,1245,40,4063,29,477,54,72.27,97.52,21.6,0.0,0
2025-02-20,S1,1322,62,4579,23,470,53,73.27,97.57,22.9,0.0,0
2025-02-21,S1,1291,67,4651,28,541,53,72.59,97.32,23.3,0.0,0
2025-02-22,S1,1234,41,4135,33,471,52,73.35,97.41,23.3,0.0,0
2025-02-23,S1,1063,270,5564,27,406,51,73.2,97.48,21.1,0.0,0
2025-02-24,S1,1350,80,4977,23,617,53,72.48,97.68,22.2,0.0,0
2025-02-25,S1,1265,27,4356,21,477,55,73.42,97.61,20.1,0.0,0
2025-02-26,S1,1293,25,4566,23,437,53,72.76,97.74,23.9,0.5,0
2025-02-27,S1,1503,245,6874,43,390,54,73.23,97.55,24.0,0.0,0
2025-02-28,S1,1111,54,3741,20,352,55,73.39,97.66,23.8,0.0,0
2025-03-01,S1,1437,74,5143,29,423,58,72.95,97.86,25.9,4.7,0
2025-01-01,S2,1527,56,5157,24,500,62,68.78,93.03,21.7,0.0,0
2025-01-02,S2,1359,75,4452,39,442,61,69.1,92.89,19.7,0.0,0
2025-01-03,S2,1711,35,5620,30,542,64,69.25,92.99,21.5,0.0,0
2025-01-04,S2,1405,51,4790,28,531,61,68.93,92.93,23.0,0.0,0
2025-01-05,S2,1146,37,3729,15,495,59,68.96,92.98,23.3,0.0,0
2025-01-06,S2,1369,268,6565,22,700,61,69.35,93.25,22.1,0.0,0
2025-01-07,S2,1764,33,6001,45,483,66,68.83,92.97,23.2,3.5,0
2025-01-08,S2,1657,67,5633,30,415,62,69.0,93.14,22.2,0.0,0
2025-01-09,S2,1403,156,5825,36,429,61,68.75,93.36,24.2,0.0,0
2025-01-10,S2,1727,84,5781,44,343,66,69.13,93.33,22.1,0.0,0
2025-01-11,S2,1537,21,5148,37,419,63,69.33,93.22,23.3,2.4,0
2025-01-12,S2,1263,61,4271,24,471,57,69.73,93.23,21.6,0.0,0
2025-01-13,S2,1310,91,4626,23,502,60,69.13,93.35,21.2,0.0,0
2025-01-14,S2,1699,80,5844,42,439,63,68.95,93.26,21.8,0.0,0
2025-01-15,S2,1514,87,5161,42,599,62,68.88,93.55,20.8,0.0,0
2025-01-16,S2,1494,45,4982,25,511,61,69.19,93.51,21.8,0.0,0
2025-01-17,S2,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-01-18,S2,1374,68,4566,21,359,60,69.41,93.43,21.9,0.0,0
2025-01-19,S2,1274,53,4215,19,288,61,69.44,93.46,23.5,0.0,0
2025-01-20,S2,1621,40,5341,26,430,62,69.36,93.76,23.3,0.0,0
2025-01-21,S2,1402,39,4649,22,522,60,69.56,93.66,20.8,0.0,0
2025-01-22,S2,1613,18,5285,36,495,65,69.8,93.55,21.5,0.0,0
2025-01-23,S2,1538,56,5076,39,610,61,68.95,93.46,20.8,0.0,0
2025-01-24,S2,1518,61,4992,40,500,59,69.55,93.69,19.5,0.0,0
2025-01-25,S2,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-26,S2,1344,72,4536,34,293,63,69.12,93.79,19.8,2.5,0
2025-01-27,S2,1422,50,4852,34,421,61,69.77,93.63,22.5,0.0,0
2025-01-28,S2,1490,50,4922,39,453,59,69.53,94.0,20.8,0.0,0
2025-01-29,S2,1390,21,4448,36,543,60,69.75,93.95,21.3,1.1,0
2025-01-30,S2,1681,70,5645,37,507,63,69.44,94.11,22.2,2.0,0
2025-01-31,S2,1659,49,5567,29,445,63,69.46,93.86,23.8,0.0,0
2025-02-01,S2,1325,61,4562,30,432,63,69.7,93.91,23.7,0.0,0
2025-02-02,S2,1235,83,4292,37,335,59,69.44,93.76,22.7,0.0,0
2025-02-03,S2,1696,67,5285,43,464,66,69.46,93.88,22.2,0.0,0
2025-02-04,S2,1349,87,4840,27,329,61,69.8,93.91,24.1,0.0,0
2025-02-05,S2,0,0,0,0,0,0,0.0,0.0,22.5,0.0,1
2025-02-06,S2,0,0,0,0,0,0,0.0,0.0,20.8,0.0,1
2025-02-07,S2,1637,69,5456,29,496,63,69.54,94.01,21.6,0.0,0
2025-02-08,S2,1588,29,5225,35,561,64,70.32,94.29,22.4,0.0,0
2025-02-09,S2,1403,160,5739,36,438,62,69.74,93.97,23.3,2.1,0
2025-02-10,S2,1527,62,5171,33,305,62,70.15,93.83,20.7,0.0,0
2025-02-11,S2,1640,52,5310,41,516,64,69.45,93.98,18.0,0.0,0
2025-02-12,S2,1509,61,4994,26,492,64,69.89,94.42,21.7,0.0,0
2025-02-13,S2,1465,68,4993,33,443,62,69.92,94.14,21.8,0.0,0
2025-02-14,S2,1428,307,7108,38,732,63,69.85,94.24,22.3,0.0,0
2025-02-15,S2,1278,70,4385,25,491,60,69.34,94.2,19.5,0.0,0
2025-02-16,S2,1233,73,4229,20,572,61,69.83,94.54,22.2,0.0,0
2025-02-17,S2,1471,30,4720,35,366,64,69.91,94.0,21.9,0.0,0
2025-02-18,S2,1449,59,4925,20,302,62,70.08,94.07,20.6,0.0,0
2025-02-19,S2,1404,62,4453,31,405,63,69.99,94.51,21.6,0.0,0
2025-02-20,S2,1517,61,5019,29,517,62,69.7,94.35,22.9,0.0,0
2025-02-21,S2,1735,53,5812,47,472,64,69.92,94.47,23.3,0.0,0
2025-02-22,S2,1526,36,5196,32,323,61,69.47,94.48,23.3,0.0,0
2025-02-23,S2,1242,46,4089,24,398,61,70.03,94.56,21.1,0.0,0
2025-02-24,S2,1713,58,5603,30,427,64,69.93,94.73,22.2,0.0,0
2025-02-25,S2,1657,49,5370,33,447,63,69.89,94.75,20.1,0.0,0
2025-02-26,S2,1306,29,4300,28,300,62,70.21,94.55,23.9,0.5,0
2025-02-27,S2,1683,48,5573,42,575,62,70.08,94.63,24.0,0.0,0
2025-02-28,S2,1420,52,4706,26,471,60,70.19,94.61,23.8,0.0,0
2025-03-01,S2,1460,63,4853,41,501,60,70.41,94.76,25.9,4.7,0
2025-01-01,S3,978,46,3464,29,495,46,70.44,95.01,21.7,0.0,0
2025-01-02,S3,1216,33,4466,26,403,50,70.48,95.24,19.7,0.0,0
2025-01-03,S3,1167,261,6170,19,466,50,70.38,95.15,21.5,0.0,0
2025-01-04,S3,832,25,2913,21,435,46,70.29,95.01,23.0,0.0,0
2025-01-05,S3,802,91,3098,19,509,46,70.87,95.2,23.3,0.0,0
2025-01-06,S3,929,85,3671,20,540,49,70.58,94.86,22.1,0.0,0
2025-01-07,S3,1062,51,3750,23,341,47,70.66,95.2,23.2,3.5,0
2025-01-08,S3,1218,59,4319,18,385,51,70.68,95.08,22.2,0.0,0
2025-01-09,S3,1184,84,4681,18,506,50,70.8,94.97,24.2,0.0,0
2025-01-10,S3,1133,28,4244,16,390,48,70.76,95.42,22.1,0.0,0
2025-01-11,S3,1184,271,6350,23,330,49,70.85,95.11,23.3,2.4,0
2025-01-12,S3,911,57,3173,17,416,46,70.76,95.32,21.6,0.0,0
2025-01-13,S3,1124,38,3792,34,319,51,71.46,95.4,21.2,0.0,0
2025-01-14,S3,1073,72,4029,19,607,49,70.92,95.16,21.8,0.0,0
2025-01-15,S3,1150,83,4248,21,337,52,70.65,95.15,20.8,0.0,0
2025-01-16,S3,1207,47,4396,33,391,52,71.23,95.22,21.8,0.0,0
2025-01-17,S3,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-01-18,S3,1080,55,3907,17,470,46,71.06,95.26,21.9,0.0,0
2025-01-19,S3,911,39,3416,25,553,50,70.47,95.29,23.5,0.0,0
2025-01-20,S3,1166,94,4374,35,424,50,71.12,95.31,23.3,0.0,0
2025-01-21,S3,1158,63,3940,31,572,51,71.18,95.31,20.8,0.0,0
2025-01-22,S3,1169,32,4122,34,433,48,71.15,95.67,21.5,0.0,0
2025-01-23,S3,1203,38,4174,32,388,50,71.19,95.35,20.8,0.0,0
2025-01-24,S3,1052,52,3671,32,426,49,71.33,95.63,19.5,0.0,0
2025-01-25,S3,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-26,S3,863,56,3055,23,451,47,71.22,95.41,19.8,2.5,0
2025-01-27,S3,1253,84,4835,39,459,52,71.25,95.44,22.5,0.0,0
2025-01-28,S3,1129,38,4148,22,493,51,71.51,95.71,20.8,0.0,0
2025-01-29,S3,1044,41,3931,25,552,50,70.96,95.71,21.3,1.1,0
2025-01-30,S3,1264,36,4516,20,548,49,71.38,95.6,22.2,2.0,0
2025-01-31,S3,1274,54,4694,25,452,49,71.59,95.6,23.8,0.0,0
2025-02-01,S3,1049,61,3999,25,405,46,70.92,95.34,23.7,0.0,0
2025-02-02,S3,998,49,3734,22,419,48,71.23,95.76,22.7,0.0,0
2025-02-03,S3,1405,82,5143,32,522,51,71.34,95.76,22.2,0.0,0
2025-02-04,S3,1103,78,4457,20,347,47,70.91,95.59,24.1,0.0,0
2025-02-05,S3,0,0,0,0,0,0,0.0,0.0,22.5,0.0,1
2025-02-06,S3,0,0,0,0,0,0,0.0,0.0,20.8,0.0,1
2025-02-07,S3,1172,68,4406,26,380,48,71.26,95.99,21.6,0.0,0
2025-02-08,S3,1066,35,3939,29,392,50,71.35,96.01,22.4,0.0,0
2025-02-09,S3,977,60,3504,27,348,48,71.84,95.82,23.3,2.1,0
2025-02-10,S3,1048,62,3690,32,277,46,71.55,95.62,20.7,0.0,0
2025-02-11,S3,1222,102,4739,19,274,49,71.78,96.02,18.0,0.0,0
2025-02-12,S3,1266,35,4687,30,371,49,71.31,95.69,21.7,0.0,0
2025-02-13,S3,1199,59,4163,30,421,50,71.51,95.98,21.8,0.0,0
2025-02-14,S3,1121,191,5205,22,522,49,71.54,95.9,22.3,0.0,0
2025-02-15,S3,911,64,3489,12,523,51,71.21,96.08,19.5,0.0,0
2025-02-16,S3,974,22,3481,28,292,47,72.1,95.97,22.2,0.0,0
2025-02-17,S3,1086,85,4170,31,422,48,71.65,95.84,21.9,0.0,0
2025-02-18,S3,1102,41,3777,19,709,47,71.65,95.95,20.6,0.0,0
2025-02-19,S3,986,48,3464,24,489,49,71.82,96.12,21.6,0.0,0
2025-02-20,S3,1234,79,4669,38,413,53,71.83,95.96,22.9,0.0,0
2025-02-21,S3,1184,306,6859,31,440,49,71.92,96.3,23.3,0.0,0
2025-02-22,S3,1194,40,4459,35,459,51,71.81,96.16,23.3,0.0,0
2025-02-23,S3,894,38,3231,17,360,46,71.4,96.11,21.1,0.0,0
2025-02-24,S3,970,39,3510,21,548,48,71.47,96.24,22.2,0.0,0
2025-02-25,S3,1170,77,4233,29,438,49,71.73,96.33,20.1,0.0,0
2025-02-26,S3,1163,74,4326,34,388,50,71.89,96.1,23.9,0.5,0
2025-02-27,S3,1066,53,3856,28,498,50,71.53,96.21,24.0,0.0,0
2025-02-28,S3,1007,73,3849,13,446,47,72.04,96.38,23.8,0.0,0
2025-03-01,S3,1065,76,4126,20,532,50,72.14,96.13,25.9,4.7,0
2025-01-01,S4,1326,67,4820,25,347,54,71.5,96.94,21.7,0.0,0
2025-01-02,S4,1526,60,5195,37,427,57,70.58,97.06,19.7,0.0,0
2025-01-03,S4,1255,71,4328,24,438,51,71.16,97.17,21.5,0.0,0
2025-01-04,S4,1366,35,4848,30,473,54,71.48,97.06,23.0,0.0,0
2025-01-05,S4,1212,65,4300,23,581,56,70.85,97.34,23.3,0.0,0
2025-01-06,S4,1320,50,4566,19,550,55,71.41,97.15,22.1,0.0,0
2025-01-07,S4,1480,46,5120,27,392,55,71.59,96.95,23.2,3.5,0
2025-01-08,S4,1194,263,6172,32,552,54,71.22,97.43,22.2,0.0,0
2025-01-09,S4,1408,43,4910,37,567,60,71.49,97.08,24.2,0.0,0
2025-01-10,S4,1295,43,4483,19,280,55,71.68,97.3,22.1,0.0,0
2025-01-11,S4,1468,58,5010,28,524,57,71.39,97.1,23.3,2.4,0
2025-01-12,S4,1096,47,3852,23,363,56,71.08,97.35,21.6,0.0,0
2025-01-13,S4,1509,254,7300,23,638,56,71.56,97.06,21.2,0.0,0
2025-01-14,S4,1335,39,4520,23,367,56,71.85,97.41,21.8,0.0,0
2025-01-15,S4,1294,69,4708,40,433,57,71.07,97.35,20.8,0.0,0
2025-01-16,S4,1341,59,4346,40,540,57,71.43,97.5,21.8,0.0,0
2025-01-17,S4,0,0,0,0,0,0,0.0,0.0,22.1,0.0,1
2025-01-18,S4,1484,18,5231,39,404,59,71.86,97.14,21.9,0.0,0
2025-01-19,S4,1209,34,4195,28,450,54,71.73,97.39,23.5,0.0,0
2025-01-20,S4,1345,57,4556,21,439,54,71.64,97.67,23.3,0.0,0
2025-01-21,S4,1281,52,4539,32,410,55,71.27,97.4,20.8,0.0,0
2025-01-22,S4,1422,46,4550,39,511,55,71.79,97.43,21.5,0.0,0
2025-01-23,S4,1410,67,4863,38,435,58,71.95,97.45,20.8,0.0,0
2025-01-24,S4,1315,49,4778,34,408,53,71.62,97.54,19.5,0.0,0
2025-01-25,S4,0,0,0,0,0,0,0.0,0.0,23.8,0.0,1
2025-01-26,S4,1245,57,4242,26,559,56,71.61,97.37,19.8,2.5,0
2025-01-27,S4,1237,77,4300,33,360,52,71.81,97.68,22.5,0.0,0
2025-01-28,S4,1324,71,4570,20,443,57,71.84,97.5,20.8,0.0,0
2025-01-29,S4,1327,53,4473,28,573,57,71.97,97.61,21.3,1.1,0
2025-01-30,S4,1473,91,5362,42,461,55,71.79,97.6,22.2,2.0,0
2025-01-31,S4,1335,56,4710,23,352,55,71.52,97.54,23.8,0.0,0
2025-02-01,S4,979,84,3753,26,333,53,72.29,98.0,23.7,0.0,0
2025-02-02,S4,1124,38,3902,32,413,54,72.11,97.65,22.7,0.0,0
2025-02-03,S4,1309,36,4362,30,390,60,72.08,97.99,22.2,0.0,0
2025-02-04,S4,1335,65,4721,23,486,54,72.43,97.64,24.1,0.0,0
2025-02-05,S4,0,0,0,0,0,0,0.0,0.0,22.5,0.0,1
2025-02-06,S4,0,0,0,0,0,0,0.0,0.0,20.8,0.0,1
2025-02-07,S4,1294,42,4513,22,493,54,71.95,97.98,21.6,0.0,0
2025-02-08,S4,1435,70,5055,36,369,55,72.35,97.73,22.4,0.0,0
2025-02-09,S4,1188,63,4217,24,505,56,72.71,97.89,23.3,2.1,0
2025-02-10,S4,1404,53,4713,25,434,56,71.97,98.11,20.7,0.0,0
2025-02-11,S4,1308,53,4436,32,242,55,72.25,98.05,18.0,0.0,0
2025-02-12,S4,1272,59,4515,36,390,53,72.44,97.69,21.7,0.0,0
2025-02-13,S4,1220,67,4359,35,333,55,72.19,97.91,21.8,0.0,0
2025-02-14,S4,1394,33,4624,35,627,57,72.49,97.99,22.3,0.0,0
2025-02-15,S4,1173,53,3685,36,600,55,72.14,97.98,19.5,0.0,0
2025-02-16,S4,1277,49,4232,33,358,55,72.19,97.8,22.2,0.0,0
2025-02-17,S4,1513,30,5271,37,501,57,72.55,98.29,21.9,0.0,0
2025-02-18,S4,1469,43,5059,33,372,58,72.52,98.18,20.6,0.0,0
2025-02-19,S4,1126,19,3807,25,355,53,72.33,97.81,21.6,0.0,0
2025-02-20,S4,1548,40,5461,24,609,57,72.58,98.11,22.9,0.0,0
2025-02-21,S4,1446,66,5217,27,456,58,72.29,98.15,23.3,0.0,0
2025-02-22,S4,1490,60,5188,34,360,60,72.57,98.25,23.3,0.0,0
2025-02-23,S4,1198,16,4057,32,292,56,72.4,98.22,21.1,0.0,0
2025-02-24,S4,1219,55,4240,31,430,52,72.67,98.22,22.2,0.0,0
2025-02-25,S4,1327,74,4624,19,442,54,73.08,98.56,20.1,0.0,0
2025-02-26,S4,1607,34,5349,37,383,59,72.98,98.14,23.9,0.5,0
2025-02-27,S4,1409,43,4902,25,454,55,72.65,98.32,24.0,0.0,0
2025-02-28,S4,1461,55,4936,22,396,56,72.2,98.58,23.8,0.0,0
2025-03-01,S4,1419,49,5072,43,470,55,72.69,98.52,25.9,4.7,0
